MMS ID (System Identifier),ISBN,OCLC (System Identifier),Author or Editor,Title,Publisher,Physical Description,Topical Subjects,Geographical Subjects,Personal Name Subjects,Corporate Body Subjects,Event/Conference Subjects,Title Subjects
991011102113904000,9781138581371,1090175241,"Coria-Sanchez, Carlos Mateo, 1959-, author.",Interviews with Mexican women : we don't talk about feminism here / Carlos Coria-Sanchez.,"New York : Routledge, 2019.",1 volume ; 22 cm.,Women--Mexico--Social conditions--21st century--Interviews; Feminism--Mexico--History--Interviews; Women--Political activity--Mexico--Interviews; Women's rights--Mexico--Interviews; Sex discrimination against women--Mexico--Interviews.,,,,,
991010945787804000,9781476663081,917343487,"Coria-Sanchez, Carlos Mateo, 1959- editor; Hyatt, John T., 1981- editor.","Mexican business culture : essays on tradition, ethics, entrepreneurship and commerce and the state / edited by Carlos M. Coria-SaÌnchez and John T. Hyatt.","Jefferson, North Carolina : McFarland & Company, Inc., Publishers, [2016]","v, 196 pages ; 25 cm",Management--Mexico; Corporate culture--Mexico; Work ethic--Mexico; Business enterprises--Mexico; Entrepreneurship--Mexico.,,,,,
991001659129704000,9780190236472,914445913,"Cox, John M., 1963- [author]",To kill a people : genocide in the twentieth century / John Cox.,"New York : Oxford University Press, [2017]","xiv, 258 pages : illustrations, maps ; 23 cm",Genocide--History--20th century.,,,,,
991011357760704000,9780367818982,1251741775,"Cox, John M., 1963- editor; Khoury, Amal, editor; Minslow, Sarah, 1982- editor.","Denial : the final stage of genocide / edited by John Cox, Amal Khoury, and Sarah Minslow.","Abingdon, Oxon ; New York, NY : Routledge, Taylor & Francis Group, 2022.","xiii, 224 pages : illustrations, maps ; 25 cm.",Genocide; Denialism; Collective memory; Transitional justice; Reconciliation.,,,,,
991010870484804000,9780807169216,1003641862,"Cox, Karen L., 1962- editor; Gardner, Sarah E., editor.",Reassessing the 1930s South / edited by Karen L. Cox and Sarah E. Gardner.,"Baton Rouge : Louisiana State University Press, [2018]","vi, 261 pages ; 24 cm",,Southern States--Civilization--20th century.;Southern States--History--1865-1951.,,,,
991010917726904000,9781469635033,975491101,"Cox, Karen L., 1962-, author.","Goat Castle : a true story of murder, race, and the gothic South / Karen L. Cox.","Chapel Hill : The University of North Carolina Press, [2017]","227 pages : illustrations, maps, portraits, facsimile ; 25 cm",Murder--Mississippi--Natchez--History--20th century; Judicial error--Mississippi--Natchez--History--20th century; African Americans--Segregation--Mississippi--Natchez--History--20th century; African Americans--Civil rights--Mississippi--Natchez--History--20th century.,,"Merrill, Jennie, 1864-1932; Dana, Dick, 1871-1948; Dockery, Octavia, 1865-1949",,,
991011303131904000,9781469662671,1197847683,"Cox, Karen L., 1962-, author.",No common ground : Confederate monuments and the ongoing fight for racial justice / Karen L. Cox.,"Chapel Hill : The University of North Carolina Press, [2021]",206 pages : illustrations ; 23  cm,Soldiers' monuments--Social aspects--Southern States--History; Collective memory--Social aspects--Southern States; Protest movements--Southern States--History; Social movements--Southern States--History; White supremacy movements--Southern States--History; Racism--Southern States--History.,"United States--History--Civil War, 1861-1865--Monuments--Social aspects--Southern States.;Confederate States of America--Historiography.;Southern States--Race relations--History.",,,,
991011426109004000,9781531021573,1238131166,"Crumbley, D. Larry, author.","Trap doors and Trojan horses : an auditing action adventure / D. Larry Crumbley, Texas A&M University - Corpus Christi, David S. Kerr, University North Carolina -- Charolette, Veronica Paz, University of Indiana, Pennsylvania, L. Murphy Smith, Texas A&M University -- Corpus Christi.","Durham, North Carolina : Carolina Academic Press, [2021]","ix, 226 pages : illustrations ; 23 cm",Auditing; Auditing--Fiction.,,,,,
991000518289704000,9780199944422,870699268,"Dalsheim, Joyce, 1961-",Producing spoilers : peacemaking and the production of enmity in a secular age / Joyce Dalsheim.,"Oxford ; New York : Oxford University Press, [2014]","xxi, 227 pages ; 22 cm",Peace-building--Religious aspects; Peace-building--Middle East; Radicalism--Religious aspects; Radicalism--Middle East; Enemies--Middle East; Religion and politics; Religion and politics--Middle East; Arab-Israeli conflict--1993---Peace; Judaism and politics--Israel.,,,,,
991011151889804000,9780190680251,1098220087,"Dalsheim, Joyce, 1961-, author.",Israel has a Jewish problem : self-determination as self-elimination / Joyce Dalsheim.,"New York : Oxford University Press, [2019]","xviii, 223 pages ; 22 cm","Jews--Israel--Identity; Jewish nationalism; Self-determination, National--Israel; Jews--Israel--Politics and government; National characteristics, Israeli.",,,,,
991010878680804000,9781683400394,1007921558,"Dalton, David S., author.","Mestizo modernity : race, technology, and the body in postrevolutionary Mexico / David S. Dalton.","Gainesville : University of Florida Press, [2018]","x, 236 pages ; 24 cm.",Mestizaje--Mexico; Race awareness--Mexico--History; Indians of Mexico--Mixed descent.,,,,,
991011482761104000,9781683402619,1283948151,"Dalton, David S., editor; Weatherford, Douglas, editor.","Healthcare in Latin America : history, society, culture / edited by David S. Dalton and Douglas J. Weatherford.","Gainesville : University of Florida Press, [2022]",318 pages : illustrations ; 24 cm,Medical care--Latin America--History; Medical care--Latin America--Social conditions; Public health--Latin America--History; Public health--Latin America--Social conditions; Medical policy--Latin America.,,,,,
991011114053704000,9781475851489,1104435340,"Dalton, Jane E., editor; Hall, Maureen P., editor; Hoyser, Catherine E., editor.","The whole person : embodying teaching and learning through Lectio and Visio Divina / Edited by Jane E Dalton, Maureen P. Hall, and  Catherine E. Hoyser.","Lanham, MD : Rowman & Littlefield, [2019]","xvi, 122 pages ; 24 cm",Teaching--Philosophy; Reflective teaching; Reflective learning; Contemplation.,,,,,
991010872591904000,1475836317,1014035653,"Dalton, Jane, 1959-; Dorman, Elizabeth Hope, 1964-; Byrnes, Kathryn, 1978-","The teaching self : contemplative practices, pedagogy, and research in education / edited by Jane E. Dalton, Elizabeth Hope Dorman, and Kathryn Byrnes.","Lanham : Rowman & LIttlefield, [2018]","xx, 99 pages : illustrations ; 24 cm",Reflective teaching.,,,,,
991011151862404000,9781641136488,1113306682,"D'Amico, Mark M., editor; Lewis, Chance W. (Chance Wayne), 1972- editor.","Community college teacher preparation for diverse geographies : implications for access and equity for preparing a diverse teacher workforce / edited by Mark M. D'Amico, The University of North Carolina at Charlotte and Chance W. Lewis, The University of North Carolina at Charlotte.","Charlotte, North Carolina : Information Age Publishing, Inc., [2019]","viii, 192 pages ; 24 cm.",Community college teachers--Training of--United States; Educational equalization--United States; Multicultural education--United States; Minority teachers--Recruiting--United States.,,,,,
991001275069704000,9781461492924,900622473,"Davies, Matthew A., author.; Schmitz, Tony L., author.","System dynamics for mechanical engineers / Matthew A. Davies, Tony L. Schmitz.","New York : Springer, [2015]","xii, 389 pages : illustrations (some color) ; 24 cm","System analysis; System analysis--Mathematical models; Mechanical engineering; Mechanics, Applied.",,,,,
991011113685904000,1524933627,1002421825,"Davis, Christine S., author.; Brais, Sayde J., author; Stamper, Brandy J. author.","Workbook to accompany straight talk about communication research methods/ Christine S. Davis, Brandy J. Stamper, Sayde J. Brais.","Dubuque, Iowa, Kendall Hunt, 2017.",,Communication--Research--Methodology; Communication--Research.,,,,,
991010879285104000,9781138231696,1032288651,"Davis, Christine S., author.; Breede, Deborah C., author.","Talking through death : communicating about death in interpersonal, mediated, and cultural contexts / Christine S. Davis and Deborah C. Breede.","New York, NY : Routledge, 2019.","xix, 200 pages ; 24 cm",Death--Symbolic aspects; Death--Social aspects; Death--Psychological aspects; Meaning (Psychology),,,,,
991011113838004000,9781138231719,1107807987,"Davis, Christine S., author.; Crane, Jonathan Lake, 1959- author.",End of life communication : stories from the dead zone / Christine S. Davis and Jonathan L. Crane.,"New York, NY : Routledge, 2020.","xiii, 223 pages ; 23 cm",Death in literature; Death--Social aspects.,,,,,
991011167189604000,9781524916138,978586538,"Davis, Christine S., author.; Lachlan, Kenneth A., author; Westerfelhaus, Robert, contributor.","Straight talk about communication research methods / Christine S. Davis, Kenneth A. Lachlan, with contributor Robert Westerfelhaus.","Dubuque, IA : Kendall Hunt Publishing Company, [2017]","xxx, 458 pages : illustrations ; 26 cm",Communication--Research--Methodology; Communication--Research.,,,,,
991010908333904000,9781469643236,1028583693,"De la Torre, Oscar  (Historian), author.","The people of the river : nature and identity in black Amazonia, 1835-1945 / Oscar de la Torre.","Chapel Hill : University of North Carolina Press, [2018]",xiii; 225 pages 24cm.,Black people--Brazil--History; Black people--Race identity--Brazil; Black people--Brazil--Economic conditions; Peasants--Brazil--History; Slavery--Brazil--History.,Amazon River Region--History.,,,,
991011501704304000,1032226331,1294827679,"DePaul, Gary A., author.","Nine practices of 21st century leadership : a guide for inspiring creativity, innovation, and engagement / Gary A. DePaul.","New York : Productivity Press, 2023.",366 pages : illustrations (black and white) ; 26 cm,Leadership; Management; Employee motivation.,,,,,
991010757143604000,9781475836356,1002128985,"Dorman, Elizabeth Hope, 1964-, author.; Byrnes, Kathryn, 1978-","Impacting teaching and learning : contemplative practices, pedagogy, and research in education / edited by Elizabeth Hope Dorman, Kathryn Byrnes and Jane E. Dalton.","Lanham : Rowman & Littlefield Pub Inc, 2018.",126 pages ; 23 cm,Teachers--Training of; Effective teaching; Education.,,,,,
991011479474504000,9781648027222,1285873809,"Douglass, Laura, editor; Threlkeld, Aubry, 1980- editor; Merriweather, Lisa R., editor.","Trauma in adult and higher education : conversations and critical reflections / edited by Laura Lee Douglass, Aubry Threlkeld, Lisa R. Merriweather.","Charlotte, NC : Information Age Publishing, Inc., [2022]","xxiii, 427 pages : illustrations ; 24 cm.","Adult education--Psychological aspects; Education, Higher--Psychological aspects; Psychic trauma; Educational psychology.",,,,,
991009637539704000,9781935871408,841206077,"Dudley, James R.","Social work evaluation : enhancing what we do / James R. Dudley, University of North Carolina Charlotte.","Chicago, Illinois : Lyceum Books, Inc., [2014]","xx, 242 pages : illustrations ; 24 cm",Social service--Evaluation; Evaluation research (Social action programs),,,,,
991011256479604000,9780190916657,1112138761,"Dudley, James R., author.",Social work evaluation : enhancing what we do / James R. Dudley.,"New York, NY : Oxford University Press, [2020]","xxiii, 338 pages ; 24 cm",Social service--Evaluation; Evaluation research (Social action programs),,,,,
991001605429704000,9780415747035,912379058,"Dudley, James R., author.","Spirituality matters in social work : connecting spirituality, religion, and practice / by Jim Dudley.","New York : Routledge, Taylor & Francis Group, 2016.","xxi, 358 pages ; 26 cm",Spirituality; Religions; Social service--Religious aspects.,,,,,
991002203979704000,9781510602151,946579931,"Dudley, Richard A., 1979-, author.; Fiddy, M. A., author.",Engineered materials and metamaterials : design and fabrication / Richard A. Dudley and Michael A. Fiddy.,"Bellingham, Washington : SPIE, [2017]","xv, 203 pages : colored illustrations ; 24 cm.",Metamaterials; Optical materials; Electronics--Materials; Materials--Electric properties; Materials--Magnetic properties; High resolution imaging.,,,,,
991010811051904000,9780253031525,981164829,"Dupre, Daniel S., 1958-, author.",Alabama's Frontiers and the rise of the Old South / Daniel S. Dupre.,"Bloomington, Indiana : Indiana University Press, [2018]","x, 309 pages : illustrations, maps ; 25 cm.",White people--Alabama--Relations with Indians--History.,Alabama--History--To 1819.;Southern States--History.,,,,
991011475945804000,9781621906575,1292532979,"Eaton, John, 1829-1906, author.; Mason, Ethel Osgood, contributor; Larson, Micheal J., editor; Smith, John David, editor.","Grant, Lincoln and the Freedmen : reminiscences of the Civil War, with special reference to the work for the contrabands and freedmen of the Mississippi Valley / by John Eaton ; in collaboration with Ethel Osgood Mason ; edited by Micheal J. Larson and John David Smith.","Knoxville : The University of Tennessee Press, [2022]","xciv, 338 pages : maps, portraits ; 24 cm",Freed persons.,"Mississippi River Valley--History--Civil War, 1861-1865.","Eaton, John, 1829-1906; Grant, Ulysses S. (Ulysses Simpson), 1822-1885; Lincoln, Abraham, 1809-1865--Anecdotes",United States. Office of Education--Biography.,,
991001795429704000,9781621902454,922220812,"Eckard, Paula Gallant, author.",Thomas Wolfe and lost children in Southern literature / Paula Gallant Eckard.,"Knoxville : The University of Tennessee Press, [2016]","xxvi, 213 pages ; 24 cm",Missing children in literature; Loss (Psychology) in literature; American literature--Southern States--History and criticism.,,"Wolfe, Thomas, 1900-1938. Lost boy; Wolfe, Thomas, 1900-1938--Influence",,,
991011166382704000,9780817320362,1097463751,"Edwards, Erika Denise, 1980-, author.","Hiding in plain sight : black women, the law, and the making of a white Argentine Republic / Erika Denise Edwards.","Tuscaloosa : The University of Alabama Press, [2020]","xvi, 168 pages : black and white illustrations, charts, and photographs ; 24 cm","Women, Black--Argentina--CoÌrdoba (Province)--History; Black people--Legal status, laws, etc.--Argentina--CoÌrdoba (Province)--History.",CoÌrdoba (Argentina : Province)--Race relations--History.,,,,
991010870484904000,9780674983878,999401101,"Ehlers, Maren Annika, 1975-, author.",Give and take : poverty and the status order in early modern Japan / Maren A. Ehlers.,"Cambridge, Massachusetts : Published by the Harvard University Asia Center, 2018.","xiv, 351 pages : illustrations, maps ; 24 cm.",Social classes--Japan--History; Poverty--Japan--History.,"Japan--Social conditions--1600-1868.;Japan--History--Tokugawa period, 1600-1868.",,,,
991002849239704000,9783038357568,974005962,"El-Ghannam, Ahmed, editor.",Bioceramics 28 : multifunctional bioceramics for innovative therapy / edited by Ahmed El-Ghannam.,"Pfaffikon : Trans Tech Publications, Â©2016.","xiii, 307 pages : illustrations ; 24 cm.",Ceramics in medicine; Ceramics in surgery; Biomedical materials; Biochemical engineering--Congresses.,,,,,
991010878620204000,9781476675602,1029885774,"Ellis, Iain, 1963-, author.",Humorists vs. religion : critical voices from Mark Twain to Neil DeGrasse Tyson / Iain Ellis.,"Jefferson, North Carolina : McFarland & Company, Inc., Publishers, [2018]","vi, 261 pages ; 23 cm",Wit and humor--Religious aspects; Popular culture--Humor; Popular culture--Religious aspects.,,,,,
991011104489804000,9780415533898,1080554033,"Emerling, Jae, author.",Theory for art history / Jae Emerling.,"London ; New York : Routledge, 2019.","viii, 232 pages ; 24 cm.",Art--Historiography; Art criticism--History; Art--Philosophy.,,,,,
991011507520604000,9783110670196,1328026726,"Engemann, Kristie M., editor.","Organizational risk management : managing for uncertainty and ambiguity / edited by Krista N. Engemann, Kurt J. Engemann, Cliff W. Scott.","Berlin : De Gruyter, 2022.","xi, 237 pages : illustrations (black and white) ; 25 cm.",Risk management; Organizational resilience.,,,,,
991011325970104000,3030798534,1253474200,"Fatahi, Behzad, editors; Chen, Shen-en, editors; Hu, Jun, editors.","Resilient design and construction of geostructures against natural hazards : Proceedings of the 6th GeoChina International Conference on Civil & Transportation Infrastructures : From Engineering to Smart & Green Life Cycle Solutions -- Nanchang, China, 2021 / Behzad Fatahi, Shen-En Chen, Jun Hu, editors.","Cham : Springer, 2021.","x, 180 pages : illustrations ; 24 cm.",Geotechnical engineering--Congresses; Earthquake engineering--Congresses; Structural engineering--Congresses.,,,,,
991001698569704000,9781285738505,917646710,"Ferraro, Gary P.",Classic readings in cultural anthropology / Gary Ferraro.,"Boston, Mass. : Cengage Learning, Â©2016.","xiii, 143 pages ; 23 cm",Ethnology; Ethnic groups.,,,,,
991000609119704000,9781285738499,875734210,"Ferraro, Gary P., author.; Andreatta, Susan, author.","Cultural anthropology : an applied perspective / Gary Ferraro, Susan Andreatta.","Stamford, CT : Cengage Learning, [2014]","xxvii, 450 pages : color illustrations, color maps ; 28 cm",Ethnology; Applied anthropology.,,,,,
991002499629704000,9781138632455,957504075,"Ferraro, Gary P., author.; Briody, Elizabeth Kathleen, author.",The cultural dimension of global business / Gary P. Ferraro and Elizabeth K. Briody.,"Abingdon, Oxon ; New York, NY : Routledge, 2017.","xxiv, 329 pages ; 25 cm",International business enterprises--Social aspects; Intercultural communication; Technical assistance--Anthropological aspects.,,,,,
991002775629704000,9781337109642,968773611,"Ferraro, Gary P., author; Andreatta, Susan, Author.",Cultural Anthropology An Applied Perspective.,Wadsworth Pub Co 2017.,p. cm.,Ethnology; Applied anthropology.,,,,,
991009112299704000,9781466569584,796751117,"Fiddy, M. A., author.; Ritter, R. Shane, author.","Introduction to imaging from scattered fields / Michael A. Fiddy, University of North Carolina at Charlotte, R. Shane Ritter, Olivet Nazarene University, Bourbonnais, Illinois.","Boca Raton : CRC Press, Taylor & Francis Group, [2015]","xvii, 228 pages : illustrations ; 26 cm",Electromagnetic waves--Scattering; Scattering (Physics); Inverse scattering transform.,,,,,
991010871889104000,9781138283954,1019843631,"Fitchett, Paul G., editor; Meuwissen, Kevin W., editor.","Social studies in the new education policy era : conversations on purposes, perspectives, and practices / edited by Paul G. Fitchett and Kevin W. Meuwissen.","New York, NY : Routledge, 2018.","xiv, 262 pages ; 24 cm",Social sciences--Study and teaching--United States; Education and state--United States.,,,,,
991000851439704000,9781138838284,884539923,"Foxx, Sejal Parikh.","School counseling in the 21st century / Sejal Parikh Foxx, Stanley B. Baker, and Edwin R. Gerler, Jr.","New York : Routledge, Taylor & Francis Group, 2017.","xiii, 373 pages ; 27 cm",Educational counseling--Encyclopedias.,,,,,
991011472537504000,9780367538576,1274198160,"Furr, Susan R., editor; Hunsucker, Kathryn, editor.",Grief work in addictions counseling / edited by Susan R. Furr and Kathryn Hunsucker.,"New York, NY : Routledge, Taylor & Francis Group, 2022.","x vii, 300 pages : illustrations ; 23 cm",Substance abuse--Treatment; Drug abuse counseling; Addicts--Rehabilitation; Grief.,,,,,
991011114480804000,9781934844236,1130590546,"Gall, David A., author.",Countering modernity : toward a nondualist basis for art education / David A. Gall.,"Amherst, New York : Teneo Press, 2019.",274 pages : illustrations ; 23 cm,Modernism (Art); Art--History; Art--Study and teaching.,,,,,
991011001225504000,9781350033740,1012342731,"Gallagher, Eugene V., author.; Robinson, Joanne Maguire, 1966- author.","The religious studies skills book : close reading, critical thinking, and comparison / Eugene V. Gallagher and Joanne Maguire Robinson.","London, UK ; New York, NY, USA : Bloomsbury Academic, Bloomsbury Publishing Plc, 2019.","viii, 194 pages ; 24 cm",Religion--Study and teaching (Higher)--United States.,,,,,
991011115622604000,9780367031039,1107844106,"Gámez Luis, José L.S., 1966- editor; Lin, Zhongjie, 1973- editor; Nesbit, Jeffrey S., editor.","Rio de Janeiro : urban expansion and environment / edited by José L.S. Gámez, Zhongjie Lin and Jeffrey S. Nesbit.","Abingdon, Oxon ; New York, NY : Routledge, an imprint of the Taylor & Francis Group, 2020.","xiv, 168 pages ; 23 cm.",Urbanization--Brazil--Rio de Janeiro; Megacities--Case studies.,"Rio de Janeiro (Brazil);Barra da Tijuca (Rio de Janeiro, Brazil)",,,,
991011010021504000,9789027202123,1053904175,"Garcés-Conejos Blitvich, Pilar, 1960- editor; Fernández-Amaya, Lucia, editor; De la O Hernandez-Lopez, Maria, editor.","Technology mediated service encounters / edited by Pilar GarceÌs-Conejos Blitvich, LuciÌa FernaÌndez-Amaya, MarÃ¸a de la O HernaÌndez-LoÌpez.","Amsterdam ; Philadelphia : John Benjamins Publishing Company, [2019]",vi; 247 pages 25cm.,Business communication; Intercultural communication; Customer relations; Communication in marketing.,,,,,
991011298489604000,9783631827055,1226762384,"Garcia Leon, Javier E., author.","EspectaÌculo, normalizacioÌn y representaciones otras : las personas transgeÌnero en la prensa y el cine de Colombia y Venezuela / Javier E. GarciÌa LeoÌn.","Berlin ; New York : Peter Lang, [2021]",194 pages ; 22 cm.,Sexual minorities in mass media; Transgender people in motion pictures; Transgender people--Colombia; Transgender people--Venezuela.,,,,,
991011482650504000,9781648028779,1325677740,"Garo, Laurie A., editor; Butler, Bettie Ray, 1981- editor; Lewis, Chance W. (Chance Wayne), 1972- editor.","Un-silencing youth trauma : transformative school-based strategies for students exposed to violence & adversity / Laurie A. Garo, Bettie Ray Butler, Chance W. Lewis.","Charlotte, NC : Information Age Publishing, Inc., [2022]","xxii, 153 pages : illustrations ; 25 cm.","Children with social disabilities--Education--United States; Psychic trauma in children--Treatment--United States; Transformative learning--United States; African American students--Social conditions; Culturally relevant pedagogy--United States; Education, Urban--United States.",,,,,
991001577419704000,9781483385129,910983834,"Gaultney, Jane F.; Peach, Hannah D.","How to do research : 15 labs for the social & behavioral sciences / Jane F. Gaultney, University of North Caroline, Charlotte, Hannah D. Peach, University of North Caroline, Charlotte.","Los Angeles : SAGE Publications, Inc., [2016]","xix, 284 pages : illustrations ; 24 cm",Psychology--Research--Methodology; Social sciences--Research--Methodology.,,,,,
991011141489804000,9780300231298,1089972448,"Gbur, Greg, author.",Falling felines and fundamental physics / Gregory J. Gbur.,"New Haven, CT : Yale University Press, [2019]","xiv, 337 pages : illustrations ; 22 cm",Physics--Miscellanea; Cats--Physiology.,,,,,
991001219749704000,9783319149554,898531836,"Gero, John S.","Design computing and cognition '14 / John S. Gero, Sean Hann, editor.","Cham : Springer, 2015.",682 pages : illustrations ; 25 cm,Computer-aided design--Congresses; Engineering design--Data processing--Congresses; Architectural design--Data processing--Congresses.,,,,,
991002421699704000,3319449885,953843022,"Gero, John S.",Design computing and cognition '16./ edited by John S. Gero.,"Cham, Switzerland : Springer International Pu, 2016.",xiv; 704 pages 24cm.,Architectural design--Data processing--Congresses; Cognition--Congresses; Computer-aided design--Congresses.,,,,,
991011011866304000,3030053628,1061819234,"Gero, John S., editor.","Design computing and cognition '18 / John S. Gero, editor.","Cham, Switzerland, Springer Nature, 2019.",xiv; 740 pages 24cm.,Architectural design--Data processing--Congresses.,,,,,
991011458565204000,3030906248,1274201344,"Gero, John S., editor.","Design computing and cognition '20 / John S. Gero, editor.","Cham, Switzerland : Springer, 2022.","xv, 692 pages : illustrations (some color) ; 24cm",Engineering design--Data processing--Congresses; Architectural design--Data processing--Congresses; Cognition--Congresses; Computer-aided design--Congresses.,,,,,
991011179489804000,9781350109513,1129898894,"Ghazvinian, John, 1974- editor, writer of introduction; Fraas, Arthur Mitchell, editor, writer of introduction.",American and Muslim worlds before 1900 / edited by John Ghazvinian and Arthur Mitchell Fraas.,"London : Bloomsbury Academic, 2020.","vi, 227 pages : illustrations ; 24 cm.",,Islamic countries--Relations--United States.;United States--Relations--Islamic countries.,,,,
991000234369704000,9780071831451,859180876,"Giles, Ranald V.; Evett, Jack B., 1942- author; Liu, Cheng, 1937- author; Giles, Ranald V.--Schaum's outline of fluid mechanics and hydraulics.","Fluid mechanics and hydraulics / Ranald V. Giles, Jack B. Evett, Cheng Liu.","New York : Schaum's Outline Series, 2014.","xiii, 362 pages : illustrations ; 28 cm.","Fluid mechanics; Fluid mechanics--Problems, exercises, etc; Hydraulics; Hydraulics--Problems, exercises, etc.",,,,,
991001216469704000,9781594162305,898425083,"Gillman, Jeff, 1969-, author.","How trees die : the past, present, and future of our forests / Jeff Gillman.","Yardley, Pennsylvania : Westholme Publishing, 2015.",234 pages : illustrations ; 23 cm,Trees; Forests and forestry; Trees--Social aspects; Forests and forestry--Social aspects; Forest ecology; Trees--Environmental aspects; Forests and forestry--Environmental aspects.,,,,,
991011533991904000,9781119834328,1328001937,"Glass, Tehia Starker, author.; Berry, Lucretia Carter, author.","Teaching for justice & belonging : a journey for educators & parents / Tehia Starker Glass, Lucretia Carter Berry.","Hoboken, NJ : Jossey-Bass, a Wiley Brand, [2022]","xi, 180 pages : illustrations ; 23 cm",Social justice--Study and teaching; Anti-racism--Study and teaching.,,,,,
991003117629704000,3319618172,1010269426,"Godev, ConcepcioÌn B., editor.","Translation, globalization and translocation : the classroom and beyond / ConcepcioÌn B. Godev, editor.","Cham : Springer International Publishing, [2017]","xxii, 215 pages : illustrations ; 22 cm.",Translating and interpreting--Congresses; Globalization--Congresses.,,,,,
991009541009704000,9780205958528,828892890,"Goldfield, David R., 1944-","The American journey : a history of the United States / David Goldfield, University of North Carolina, Charlotte ; Carl Abbott, Portland State University ; Virginia DeJohn Anderson, University of Colorado, Boulder ; Jo Anne E. Argersinger, Southern Illinois University ; Peter H. Argersinger, Southern Illinois University ; William L. Barney, University of North Carolina, Chapel Hill.","Boston : Pearson, [2014]","1 volume (various pagings) : illustrations (some color), color maps ; 28 cm",,United States--History--Textbooks.,,,,
991010737187204000,9781620400883,987909544,"Goldfield, David R., 1944-, author.",The gifted generation : when government was good / David Goldfield.,"New York, NY : Bloomsbury USA, an imprint of Bloomsbury Publishing Plc, 2017.","viii, 534 pages, 24 unnumbered pages of plates : illustrations ; 25 cm",Social change--United States--History--20th century; Baby boom generation--Attitudes; Federal government--United States--Public opinion; Public investments--United States--Public opinion; Public opinion--United States.,United States--History--1945-;United States--Social conditions--1945-;United States--Politics and government--1945-1989.;United States--Politics and government--1989-,,,,
991010874257904000,9781138124738,1027787502,"Gonzalez, Ann B., author.",Postcolonial approaches to Latin American children's literature / Ann B. Gonzalez.,"New York : Routledge, Taylor & Fancis Group, 2018.","xiv, 192 pages : illustrations ; 24 cm.","Children's literature, Latin American--History and criticism; Children's literature, Spanish American--History and criticism.",,,,,
991001725889704000,9783319249254,919107252,"Grabchak, Michael, author.",Tempered stable distributions : stochastic models for multiscale processes / Michael Grabchak.,"Cham : Springer Verlag, 2016.",xii; 118 pages ; 24 cm.,Distribution (Probability theory); Stochastic models; LeÌvy processes.,,,,,
991002668119704000,9781439912799,962792730,"Grano, Daniel A.",The eternal present of sport : rethinking sport and religion / Daniel A. Grano.,"Philadelphia : Temple University Press, [2017]","x, 269 pages ; 24 cm",Sports--Religious aspects.,,,,,
991011028089804000,9781433142116,1080248083,"Grano, Daniel A., editor; Butterworth, Michael L., editor.","Sport, rhetoric, and political struggle / edited by Daniel A. Grano and Michael L. Butterworth.","New York, NY : Peter Lang Publishing, Inc., [2019]","xiii, 228 pages ; 23 cm.",Communication in sports--United States; Mass media and sports--United States; Sports--Political aspects--United States; Sports--Social aspects--United States; Athletes--Political activity--United States.,,,,,
991006865919704000,9780820335612,456179357,"Graves, William, 1967-;Smith, Heather A.","Charlotte, NC : the global evolution of a new South city / edited by William Graves and Heather A. Smith.","Athens : University of Georgia Press, Â©2010.","vi, 310 pages : illustrations, maps ; 24 cm",Social change--North Carolina--Charlotte; Urbanization--North Carolina--Charlotte; Globalization--Social aspects--North Carolina--Charlotte; City and town life--North Carolina--Charlotte; Cities and towns--Growth--Case studies; Social change--Southern States--Case studies; Globalization--Social aspects--Southern States--Growth--Case studies; Cities and towns--Southern States--Growth--Case studies.,Charlotte (N.C.)--Economic conditions.;Charlotte (N.C.)--Social conditions.,,,,
991010951184804000,9780367000226,1052900936,"Groenhout, Ruth E., 1962-, author.",Care ethics and social structures in medicine / Ruth E. Groenhout.,"New York : Routledge, 2019.",161 pages ; 24 cm.,Medical ethics.,,,,,
991002259719704000,9780865168350,948878156,"Grote, Dale A., editor.",The vulgate of Mark with the Synoptic parallels / Dale A. Grote.,"Mundelein, Illinois : Bolchazy-Carducci Publishers, Inc., [2016]","xxii, 442 pages : map ; 23 cm",,,,,,"Bible. Mark--Criticism, Redaction.;Bible. Gospels--Criticism, Redaction.;"
991000263729704000,9780062246837,861210110,"Grymes, James A., author.","Violins of hope : violins of the Holocaust, instruments of hope and liberation in mankind's darkest hour / James A. Grymes.","New York : Harper Perennial, [2014]",319 pages : illustrations ; 21 cm,Violinists--Europe--Biography; Jewish musicians--Europe--Biography; Holocaust victims--Biography; Musical instruments--Maintenance and repair--History--20th century.,,,,,
991011289563904000,9781609456184,1139225282,"Gwyn, Aaron, author.",All God's children / Aaron Gwyn.,"New York, NY : Europa Editions, 2020.",389 pages : maps ; 21 cm,Frontier and pioneer life--United States--Fiction; Slavery--United States--Fiction; Fugitive slaves--Fiction; African Americans--Fiction; Liberty--Fiction.,United States--History--1783-1865--Fiction.;Texas--History--19th century--Fiction.,,,,
991000262889704000,9780813049977,861209591,"H. D. (Hilda Doolittle), 1886-1961, author.; Vetter, Lara Elizabeth, 1968- editor.",By Avon River / H.D. ; edited by Lara Vetter.,"Gainesville, FL : University Press of Florida, [2014]","viii, 183 pages ; 24 cm","English poetry--Early modern, 1500-1700; English poetry--Early modern, 1500-1700--History and criticism.",,"Shakespeare, William, 1564-1616--In literature; Shakespeare, William, 1564-1616--Poetry",,,
